x,y,y_fourier
-6.283185307179586,1374.7197391366108,1126.3463409772585
-6.270618936565227,1363.0523767692039,1126.6387224728376
-6.258052565950868,1351.4579465553932,1126.5105248480136
-6.245486195336508,1339.9361501521742,1125.9620327078048
-6.232919824722149,1328.4866898150215,1124.994228880117
-6.220353454107791,1317.1092683978943,1123.6087918303056
-6.2077870834934314,1305.8035893532294,1121.8080912574849
-6.195220712879072,1294.5693567319486,1119.595181886186
-6.182654342264713,1283.4062751834526,1116.9737954725306
-6.170087971650354,1272.314049955626,1113.9483310495941
-6.157521601035994,1261.2923868948321,1110.5238434420414
-6.144955230421635,1250.3409924459183,1106.7060300854462
-6.132388859807276,1239.459573652212,1102.5012161908976
-6.119822489192917,1228.647838155522,1097.9163383005634
-6.107256118578558,1217.9054941961388,1092.9589262847908
-6.094689747964199,1207.2322506128337,1087.6370838360692
-6.0821233773498395,1196.6278168428614,1081.9594675197336
-6.06955700673548,1186.0919029219563,1075.9352644456462
-6.056990636121121,1175.6242194843344,1069.5741686292401
-6.044424265506762,1165.224477762694,1062.88635611422
-6.031857894892402,1154.8923895882142,1055.8824589328894
-6.019291524278044,1144.6276673905568,1048.573537983512
-6.006725153663685,1134.4300241978617,1040.9710549072347
-5.9941587830493255,1124.299173636754,1033.0868430500436
-5.981592412434966,1114.2348299323382,1024.9330775977608
-5.969026041820607,1104.2367079082012,1016.5222449744477
-5.956459671206248,1094.3045229864113,1007.8671115965798
-5.943893300591888,1084.437991187517,998.9806920770396
-5.931326929977529,1074.636829130551,989.8762169744118
-5.91876055936317,1064.9007540330233,980.5671001841159
-5.906194188748811,1055.2294837109303,971.0669060686852
-5.893627818134452,1045.6227365787447,961.389316424953
-5.881061447520093,1036.0802316494248,951.5480973860327
-5.868495076905734,1026.6016885344084,941.5570663557704
-5.855928706291374,1017.186827443615,931.4300590728652
-5.843362335677015,1007.8353691854461,921.1808969009952
-5.830795965062656,998.5470351667836,910.8233544401799
-5.8182295944482965,989.3215473929922,900.3711275531383
-5.805663223833937,980.1586284679172,889.8378018986757
-5.793096853219579,971.0580015938858,879.2368220620743
-5.7805304826052195,962.0193905717055,868.5814613701492
-5.76796411199086,953.042519800666,857.8847924760241
-5.755397741376501,944.1271142785397,847.1596587957891
-5.742831370762142,935.2728996015786,836.4186468761001
-5.730265000147782,926.4796019645173,825.6740597683689
-5.717698629533423,917.746948160571,814.9378914816166
-5.705132258919065,909.0746655814382,804.2218025821916
-5.6925658883047054,900.4624822172952,793.5370970045384
-5.679999517690346,891.9101266568034,782.8947001329722
-5.667433147075987,883.4173280871038,772.3051382099738
-5.654866776461628,874.9838162938195,761.7785191219834
-5.642300405847268,866.609321661055,751.3245146089273
-5.629734035232909,858.2935751713961,740.9523439388721
-5.61716766461855,850.0363084059098,730.6707590842418
-5.6046012940041905,841.8372535441455,720.4880314309786
-5.592034923389832,833.6961433641336,710.4119400468802
-5.579468552775473,825.6127112423841,700.4497615301859
-5.5669021821611135,817.5866911538913,690.6082614542238
-5.554335811546754,809.6178176721297,680.8936874186744
-5.541769440932395,801.7058259690555,671.3117637127718
-5.529203070318036,793.8504518151058,661.8676875904781
-5.516636699703676,786.0514315791995,652.5661271524812
-5.504070329089317,778.3085022287371,643.4112208246719
-5.491503958474958,770.6214013296008,634.4065784176667
-5.4789375878605995,762.9898670461539,625.5552837469207
-5.46637121724624,755.4136381412407,616.8598987880425
-5.453804846631881,747.8924539761872,608.3224693371461
-5.441238476017522,740.4260545108015,599.9445321413668
-5.428672105403162,733.0141803033728,591.7271234601766
-5.416105734788803,725.6565725106714,583.6707890137585
-5.403539364174444,718.3529728879494,575.7755952705131
-5.390972993560085,711.1031237889412,568.0411420217947
-5.378406622945726,703.9067681658601,560.466576188147
-5.365840252331367,696.7636495694032,553.0506067977931
-5.353273881717008,689.673512148749,545.7915210747183
-5.340707511102648,682.6361006515556,538.6872015706201
-5.328141140488289,675.6511604239649,531.7351442721268
-5.31557476987393,668.7184374105983,524.9324776120434
-5.3030083992595705,661.8376781545601,518.2759823110906
-5.290442028645211,655.0086297974351,511.76211197447043
-5.277875658030853,648.2310400792902,505.38701436581715
-5.2653092874164935,641.5046573386729,499.14655327956496
-5.252742916802134,634.8292305126131,493.03633093150955
-5.240176546187775,628.2045091366214,487.05171078640035
-5.227610175573416,621.6302433446905,481.1878407407145
-5.215043804959056,615.1061838692943,475.4396765783984
-5.202477434344697,608.6320820413879,469.8020056172592
-5.189911063730338,602.2076897904082,464.26947046387835
-5.177344693115979,595.8327596442734,458.8365927954114
-5.16477832250162,589.5070447293837,453.4977970873659
-5.152211951887261,583.2302987706191,448.2474342075066
-5.139645581272902,577.0022760913432,443.0798047973261
-5.127079210658542,570.8227316133995,437.98918236407354
-5.114512840044183,564.6914208571136,432.9698360081786
-5.101946469429824,558.6080999412926,428.01605271294926
-5.0893800988154645,552.5725255832248,423.12215912574993
-5.076813728201106,546.5844550986806,418.2825427623927
-5.064247357586746,540.6436464019101,413.4916725692293
-5.0516809869723875,534.7498580056475,408.74411878040553
-5.039114616358028,528.902849021106,404.0345720108748
-5.026548245743669,523.1023791579819,399.3578615291401
-5.01398187512931,517.348208724452,394.7089726571689
-5.00141550451495,511.6400986271747,390.08306324861866
-4.988849133900591,505.97781037129073,385.475479200304
-4.976282763286232,500.3611060604212,380.8817689557694
-4.9637163926718735,494.7897483966693,376.297696963888
-4.951150022057514,489.2635006806191,371.7192560595324
-4.938583651443155,483.7821268113367,367.1426787376016
-4.926017280828796,478.3453912863692,362.5644472959642
-4.913450910214436,472.9530592017458,357.9813028272187
-4.900884539600077,467.60489625197636,353.3902530435414
-4.888318168985718,462.3006687300528,348.788578923276
-4.8757517983713585,457.0401435274483,344.1738401723056
-4.863185427756999,451.8230881341172,339.5438794976204
-4.850619057142641,446.6492706384963,334.896825694836
-4.838052686528282,441.51845972750215,330.23109555570323
-4.825486315913922,436.4304246865343,325.5453946058965
-4.812919945299563,431.3849353994728,320.8387166875071
-4.800353574685204,426.38176234867996,316.1103424047436
-4.7877872040708445,421.42067661499885,311.3598364552914
-4.775220833456485,416.5014498777544,306.5870438736312
-4.762654462842127,411.62385441475305,301.7920852163112
-4.750088092227767,406.78766310228167,296.9753507227381
-4.737521721613408,401.9926494151108,292.13749348845903
-4.724955350999049,397.2385874264898,287.279421691123
-4.71238898038469,392.52525180815144,282.40228991239894
-4.69982260977033,387.85241783030887,277.50748960196495
-4.687256239155971,383.21986136165737,272.5966387323741
-4.674689868541612,378.6273588693732,267.67157069605565
-4.662123497927253,374.07468741911424,262.73432249796593
-4.649557127312894,369.56162467502054,257.7871222994301
-4.636990756698534,365.0879488997113,252.83237637051815
-4.624424386084176,360.6534389542906,247.87265550987914
-4.611858015469816,356.257874298341,242.91068099227383
-4.599291644855457,351.90103498992795,237.94931010517718
-4.586725274241098,347.5827016855981,232.99152133664504
-4.5741589036267385,343.30265564037967,228.04039927728007
-4.561592533012379,339.06067870778196,223.09911929949394
-4.54902616239802,334.8565533397963,218.17093207740032
-4.5364597917836615,330.69006258689507,213.25914801056143
-4.523893421169302,326.56099009803165,208.36712161446266
-4.511327050554943,322.469120120642,203.4982359400213
-4.498760679940584,318.4142375006426,198.65588708360252
-4.486194309326224,314.3961276824319,193.843468847999
-4.473627938711865,310.41457670888957,189.06435761355885
-4.461061568097506,306.46937122137666,184.32189747718323
-4.4484951974831475,302.56029845973643,179.61938571523368
-4.435928826868787,298.6871462622918,174.9600586245125
-4.423362456254429,294.8497030658495,170.34707779342313
-4.41079608564007,291.04775790569585,165.783516853151
-4.39822971502571,287.2811004155994,161.2723487563218
-4.385663344411351,283.54952082781017,156.8164336279836
-4.373096973796992,279.8528099730596,152.41850723106216
-4.3605306031826325,276.19075928056026,148.08117008556377
-4.347964232568273,272.56316077800665,143.80687727781765
-4.335397861953915,268.96980709157475,139.59792899295218
-4.322831491339555,265.41049144592085,135.45646180060118
-4.310265120725196,261.88500766418474,131.3844407205499
-4.297698750110837,258.39315016798577,127.38365209166983
-4.285132379496478,254.93471397742556,123.455697264083
-4.2725660088821185,251.5094947110873,119.6019871310175
-4.259999638267759,248.11728858603553,115.8237375133323
-4.247433267653401,244.75789241781607,112.12196540616308
-4.234866897039041,241.43110362045596,108.49748609362689
-4.222300526424682,238.13672020646476,104.95091113400903
-4.209734155810322,234.8745407868319,101.48264721435898
-4.197167785195964,231.64436457102994,98.09289586998383
-4.184601414581604,228.4459913670116,94.78165406089492
-4.172035043967245,225.27922158121157,91.5487155939493
-4.159468673352886,222.143856218546,88.39367337612876
-4.146902302738527,219.03969688241253,85.31592248123349
-4.134335932124168,215.96654577469042,82.3146640091704
-4.121769561509808,212.9242056957393,79.38890971403839
-4.10920319089545,209.91248004440206,76.53748737436443
-4.096636820281089,206.9311728180014,73.75904687609501
-4.084070449666731,203.9800886123427,71.05206697639011
-4.071504079052372,201.05903262171188,68.41486271378952
-4.0589377084380125,198.1678106388768,65.84559342807773
-4.046371337823653,195.30622905508656,63.34227135102379
-4.033804967209294,192.47409486007203,60.902770727246235
-4.0212385965949355,189.6712156420454,58.52483742268104
-4.008672225980575,186.89739958769968,56.20609897654413
-3.9961058553662165,184.15245548221066,53.94407505129197
-3.9835394847518577,181.43619270923435,51.73618823387348
-3.9709731141374984,178.74842125090876,49.57977514057634
-3.958406743523139,176.0889516878533,47.47209777694207
-3.94584037290878,173.45759519916882,45.410355103643795
-3.933274002294421,170.85416356243772,43.391694758793165
-3.9207076316800618,168.2784691537236,41.41322488695278
-3.9081412610657025,165.73032494757172,39.472026025128265
-3.895574890451343,163.20954451700882,37.56516299619929
-3.8830085198369844,160.715942033543,35.68969676065568
-3.870442149222625,158.2493322671638,33.8426961780861
-3.857875778608266,155.80953058634228,32.02124963064528
